@relation 'stylometry-aimed-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.AddClassification-distribution-Wweka.classifiers.lazy.IBk -K 11 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,105,106,104'

@attribute fog_index numeric
@attribute fog_index_WSW numeric
@attribute monosyllabic_fog_index numeric
@attribute monosyllabic_fog_index_WSW numeric
@attribute inverse_fog_index numeric
@attribute inverse_fog_index_WSW numeric
@attribute forcast numeric
@attribute forcast_WSW numeric
@attribute smog_index numeric
@attribute smog_index_WSW numeric
@attribute fkri numeric
@attribute fkri_WSW numeric
@attribute flesch numeric
@attribute flesch_WSW numeric
@attribute complex_word numeric
@attribute complex_word_percent numeric
@attribute complex_word_WSW numeric
@attribute complex_word_WSW_percent numeric
@attribute monosyllabic_word numeric
@attribute monosyllabic_word_percent numeric
@attribute monosyllabic_word_WSW numeric
@attribute monosyllabic_word_WSW_percent numeric
@attribute word_length numeric
@attribute word_length_WSW numeric
@attribute syllable_count numeric
@attribute syllables_count_WSW numeric
@attribute long_sentence {true,false}
@attribute short_sentence {true,false}
@attribute word_count numeric
@attribute function_word numeric
@attribute function_word_percent numeric
@attribute content_word numeric
@attribute content_word_percent numeric
@attribute named_entity numeric
@attribute named_entity_percent numeric
@attribute named_entity_WSW numeric
@attribute named_entity_WSW_percent numeric
@attribute alpha_numeric numeric
@attribute alpha_numeric_percent numeric
@attribute alpha_numeric_WSW numeric
@attribute alpha_numeric_WSW_percent numeric
@attribute verb numeric
@attribute verb_percent numeric
@attribute verb_WSW numeric
@attribute verb_WSW_percent numeric
@attribute acronym numeric
@attribute acronym_percent numeric
@attribute acronym_WSW numeric
@attribute acronym_WSW_percent numeric
@attribute semantic_word numeric
@attribute semantic_word_percent numeric
@attribute semantic_word_WSW numeric
@attribute semantic_word_WSW_percent numeric
@attribute alphabet_words numeric
@attribute alphabet_words_percent numeric
@attribute alphabet_words_WSW numeric
@attribute alphabet_words_WSW_percent numeric
@attribute numeric_words numeric
@attribute numeric_words_percent numeric
@attribute numeric_words_WSW numeric
@attribute numeric_words_WSW_percent numeric
@attribute lowercase_words numeric
@attribute lowercase_words_percent numeric
@attribute lowercase_words_WSW numeric
@attribute lowercase_words_WSW_percent numeric
@attribute uppercase_words numeric
@attribute uppercase_words_percent numeric
@attribute uppercase_words_WSW numeric
@attribute uppercase_words_WSW_percent numeric
@attribute long_word numeric
@attribute long_word_percent numeric
@attribute long_word_WSW numeric
@attribute long_word_WSW_percent numeric
@attribute unique_word numeric
@attribute unique_word_percent numeric
@attribute unique_word_WSW numeric
@attribute unique_word_WSW_percent numeric
@attribute repeated_word numeric
@attribute repeated_word_percent numeric
@attribute repeated_word_WSW numeric
@attribute repeated_word_WSW_percent numeric
@attribute pos_conjunction numeric
@attribute pos_number numeric
@attribute pos_determiner numeric
@attribute pos_preposition numeric
@attribute pos_adjective numeric
@attribute pos_noun numeric
@attribute pos_pronoun numeric
@attribute pos_adverb numeric
@attribute pos_verb numeric
@attribute pos_interjection numeric
@attribute pos_foreign numeric
@attribute pos_list numeric
@attribute pos_possessive numeric
@attribute pos_particle numeric
@attribute pos_symbol numeric
@attribute character_count numeric
@attribute character_count_WSW numeric
@attribute character_per_word numeric
@attribute character_per_word_WSW numeric
@attribute character_without_space numeric
@attribute character_without_space_WSW numeric
@attribute special_char {true,false}
@attribute distribution_positive numeric
@attribute distribution_negative numeric
@attribute class {positive,negative}

@data
0.210374,0.331848,0.319797,0.391913,0.022723,0.016704,0.5,0.6,0.316228,0.321634,0.234996,0.338015,0.350973,0.226737,0.1,0.28125,0.103448,0.3,0.095238,0.5,0.117647,0.4,0.288462,0.307692,0.113445,0.108571,false,true,0.107914,0.107143,0.511364,0.108434,0.488636,0.1,0.1875,0.148148,0.4,0.12605,0.9375,0.142857,0.9,0.05,0.080357,0.05,0.1,0.068182,0.1875,0.066667,0.1,0.142857,0.265625,0.076923,0.125,0.110169,0.6875,0.112903,0.625,0,0,0,0,0.131868,0.768293,0.142857,0.6,0.0625,0.0625,0.071429,0.1,0.135135,0.3125,0.142857,0.5,0.137255,0.886364,0.128571,1,0.027027,0.113636,0,0,0.46875,0,0.175,0.5625,0.25,0.375,0,0,0.303571,0,0,0,0,0,0,0.105747,0.112397,0.259766,0.283721,0.104418,0.113027,true,0.090947,0.909053,negative
0.305432,0.609806,0.28934,0.304821,0.013891,0.00537,0.5,0.666667,0.365148,0.371391,0.282475,0.520675,0.087156,0,0.133333,0.6,0.137931,0.666667,0.059524,0.5,0.058824,0.333333,0.461538,0.564103,0.088235,0.091429,false,true,0.064748,0.071429,0.545455,0.060241,0.454545,0.033333,0.1,0,0,0.07563,0.9,0.079365,0.833333,0.05,0.128571,0.05,0.166667,0.113636,0.5,0.133333,0.333333,0.071429,0.2125,0.076923,0.208333,0.076271,1,0.080645,1,0,0,0,0,0.087912,0.819512,0.095238,0.666667,0.0625,0.1,0.071429,0.166667,0.108108,0.4,0.114286,0.666667,0.078431,0.818182,0.071429,1,0.027027,0.181818,0,0,0.75,0,0.28,0.9,0,0.444444,0,0,0.242857,0,0,0,0,0,0,0.071264,0.084298,0.359375,0.552326,0.07095,0.088123,false,0.181848,0.818152,negative
0.30187,0.436457,0.416969,0.410644,0.014124,0.010776,0.428571,0.647059,0.447214,0.454859,0.309811,0.444263,0.250495,0.044964,0.2,0.321429,0.206897,0.352941,0.190476,0.571429,0.176471,0.352941,0.288462,0.361991,0.201681,0.205714,false,false,0.194245,0.196429,0.535714,0.192771,0.464286,0.266667,0.285714,0,0,0.201681,0.857143,0.206349,0.764706,0,0,0,0,0.25,0.392857,0.333333,0.294118,0.142857,0.151786,0.153846,0.147059,0.228814,1,0.258065,1,0,0,0,0,0.208791,0.695122,0.214286,0.529412,0.4375,0.25,0.5,0.411765,0.162162,0.214286,0.171429,0.352941,0.215686,0.675325,0.185714,0.764706,0.135135,0.324675,0.157895,0.235294,0.535714,0,0.3,0.535714,0,0.484127,0,0.214286,0.173469,0,0,0,0,0,0,0.188506,0.191736,0.25558,0.25513,0.1834,0.191571,true,0.272748,0.727252,negative
0.348175,0.635332,0.164612,0.057154,0.011464,0.004819,0.785714,1,0.447214,0.454859,0.431374,0.763607,0,0,0.2,0.642857,0.206897,0.666667,0.035714,0.214286,0,0,0.714286,0.820513,0.163866,0.182857,false,true,0.093525,0.089286,0.487013,0.096386,0.512987,0,0,0,0,0.117647,1,0.142857,1,0.1,0.183673,0.05,0.111111,0.045455,0.142857,0,0,0.285714,0.607143,0.230769,0.416667,0.110169,1,0.129032,1,0,0,0,0,0.142857,0.95122,0.214286,1,0,0,0,0,0.189189,0.5,0.2,0.777778,0.127451,1,0.114286,1,0,0,0,0,0.535714,0,0,0.428571,0.285714,0.285714,0,0,0.693878,0,0,0,0,0,0,0.131034,0.147107,0.640625,0.687339,0.135207,0.155172,false,0.000046,0.999954,negative
0.299199,0.459481,0.402707,0.378305,0.014302,0.009828,0.416667,0.666667,0.447214,0.454859,0.308452,0.485276,0.19675,0,0.2,0.375,0.206897,0.4,0.166667,0.583333,0.147059,0.333333,0.336538,0.430769,0.184874,0.2,false,false,0.165468,0.160714,0.511364,0.168675,0.488636,0.133333,0.166667,0.074074,0.133333,0.176471,0.875,0.190476,0.8,0,0,0,0,0.25,0.458333,0.2,0.2,0,0,0,0,0.194915,1,0.225806,1,0,0,0,0,0.230769,0.896341,0.285714,0.8,0.1875,0.125,0.214286,0.2,0.189189,0.291667,0.2,0.466667,0.166667,0.545455,0.171429,0.822222,0.162162,0.454545,0.105263,0.177778,0.625,0,0.233333,0.5,0.5,0.212963,0,0.125,0.202381,0,0,0,0,0,0,0.177011,0.196694,0.347656,0.403101,0.175368,0.201149,true,0.090947,0.909053,negative
0.238943,0.450972,0.353638,0.424572,0.019349,0.010167,0.333333,0.5,0.258199,0.262613,0.219809,0.416613,0.260229,0,0.066667,0.5,0.068966,0.5,0.047619,0.666667,0.058824,0.5,0.384615,0.461538,0.046218,0.051429,false,true,0.035971,0.035714,0.454545,0.036145,0.545455,0.1,0.5,0.074074,0.5,0.042017,0.833333,0.047619,0.75,0,0,0,0,0.090909,0.666667,0.133333,0.5,0,0,0,0,0.042373,1,0.048387,1,0,0,0,0,0.043956,0.682927,0.047619,0.5,0.0625,0.166667,0.071429,0.25,0.054054,0.333333,0.057143,0.5,0.04902,1,0.042857,1,0,0,0,0,0.416667,0,0,0.5,0,0.444444,0,0,0.809524,0,0,0,0,0,0,0.042529,0.049587,0.40625,0.488372,0.042838,0.051724,false,0.090947,0.909053,negative
0.37602,0.570097,0.515571,0.402799,0.010175,0.006322,0.324324,0.666667,0.547723,0.557086,0.377393,0.58058,0.132696,0,0.3,0.364865,0.310345,0.5,0.297619,0.675676,0.176471,0.333333,0.31185,0.512821,0.277311,0.268571,true,false,0.258993,0.339286,0.700246,0.204819,0.299754,0.133333,0.108108,0,0,0.294118,0.945946,0.253968,0.888889,0.05,0.034749,0.05,0.055556,0.340909,0.405405,0.266667,0.222222,0.571429,0.459459,0.615385,0.555556,0.305085,1,0.274194,1,0,0,0,0,0.373626,0.941332,0.380952,0.888889,0.125,0.054054,0.142857,0.111111,0.297297,0.297297,0.314286,0.611111,0.205882,0.262899,0.185714,0.703704,0.405405,0.737101,0.210526,0.296296,0.675676,0,0.454054,0.810811,0.108108,0.309309,0,0,0.262548,0,0,0,0,0,0,0.258621,0.257851,0.283784,0.488372,0.253012,0.266284,false,0.181848,0.818152,negative
0.272639,0.414506,0.344295,0.33126,0.016258,0.011777,0.521739,0.714286,0.408248,0.415227,0.292991,0.428283,0.23926,0.043693,0.166667,0.326087,0.172414,0.357143,0.130952,0.478261,0.117647,0.285714,0.317726,0.373626,0.172269,0.171429,false,false,0.158273,0.160714,0.533597,0.156627,0.466403,0.033333,0.043478,0,0,0.159664,0.826087,0.15873,0.714286,0.05,0.055901,0.05,0.071429,0.227273,0.434783,0.266667,0.285714,0.214286,0.277174,0.153846,0.178571,0.186441,1,0.209677,1,0,0,0,0,0.186813,0.757158,0.238095,0.714286,0.3125,0.217391,0.285714,0.285714,0.108108,0.173913,0.114286,0.285714,0.176471,0.683794,0.142857,0.714286,0.108108,0.316206,0.157895,0.285714,0.326087,0,0.243478,0.652174,0.26087,0.371981,0,0.130435,0.21118,0,0,0,0,0,0,0.149425,0.155372,0.22962,0.250831,0.144578,0.155172,true,0.45455,0.54545,negative
0.299199,0.459481,0.360406,0.378305,0.014302,0.009828,0.5,0.666667,0.447214,0.454859,0.292732,0.415804,0.254908,0.091817,0.2,0.375,0.206897,0.4,0.142857,0.5,0.147059,0.333333,0.304487,0.348718,0.176471,0.177143,false,false,0.165468,0.160714,0.511364,0.168675,0.488636,0,0,0,0,0.168067,0.833333,0.174603,0.733333,0.05,0.053571,0.05,0.066667,0.25,0.458333,0.333333,0.333333,0.214286,0.265625,0.153846,0.166667,0.194915,1,0.225806,1,0,0,0,0,0.175824,0.682927,0.214286,0.6,0.4375,0.291667,0.428571,0.4,0.135135,0.208333,0.142857,0.333333,0.166667,0.545455,0.157143,0.733333,0.162162,0.454545,0.157895,0.266667,0.3125,0,0.233333,0.75,0.083333,0.490741,0,0,0.202381,0,0,0,0,0,0,0.158621,0.163636,0.24349,0.232558,0.153949,0.162835,true,0.45455,0.54545,negative
0.426131,0.672204,0.352253,0.26944,0.008273,0.004097,0.606061,0.85,0.632456,0.643268,0.428157,0.645563,0,0,0.4,0.545455,0.413793,0.6,0.154762,0.393939,0.088235,0.15,0.4662,0.569231,0.302521,0.32,true,false,0.230216,0.232143,0.53719,0.228916,0.46281,0,0,0,0,0.243697,0.878788,0.253968,0.8,0.05,0.038961,0.05,0.05,0.25,0.333333,0.2,0.15,0.5,0.450758,0.461538,0.375,0.254237,0.848485,0.274194,0.8125,0,0,0,0,0.285714,0.807095,0.333333,0.7,0.25,0.121212,0.285714,0.2,0.324324,0.363636,0.342857,0.6,0.264706,0.724518,0.257143,0.933333,0.135135,0.275482,0.052632,0.066667,0.378788,0,0.254545,0.454545,0.242424,0.292929,0.30303,0.090909,0.220779,0,0,0,0,0.19697,0,0.254023,0.284298,0.382576,0.475581,0.254351,0.293103,true,0.181848,0.818152,negative
0.467181,0.52968,0.542373,0.474582,0.007015,0.007436,0.491525,0.71875,0.57735,0.58722,0.489495,0.543728,0.041198,0,0.333333,0.254237,0.344828,0.3125,0.357143,0.508475,0.264706,0.28125,0.260756,0.326923,0.411765,0.371429,true,false,0.417266,0.482143,0.624037,0.373494,0.375963,0,0,0,0,0.495798,1,0.507937,1,0,0,0,0,0.363636,0.271186,0.266667,0.125,0.357143,0.180085,0.384615,0.195313,0.466102,0.872881,0.451613,0.824219,0.2,0.135593,0.2,0.1875,0.56044,0.88549,0.595238,0.78125,0.25,0.067797,0.285714,0.125,0.378378,0.237288,0.4,0.4375,0.372549,0.383667,0.3,0.583333,0.540541,0.616333,0.526316,0.416667,0.635593,0.366102,0.237288,0.610169,0.20339,0.171375,0,0.254237,0.246973,0,0,0,0,0,0,0.382759,0.353719,0.207627,0.21657,0.368139,0.350575,true,0.363649,0.636351,negative
0.276343,0.416937,0.172589,0.146967,0.015963,0.011661,0.75,0.9,0.365148,0.371391,0.304376,0.468276,0.035514,0,0.133333,0.5,0.137931,0.4,0.035714,0.25,0.029412,0.1,0.480769,0.461538,0.109244,0.137143,false,true,0.079137,0.035714,0.227273,0.108434,0.772727,0,0,0,0,0.10084,1,0.15873,1,0,0,0,0,0,0,0,0,0.071429,0.177083,0.076923,0.125,0.09322,1,0.145161,1,0,0,0,0,0.043956,0.341463,0.047619,0.2,0.0625,0.083333,0.071429,0.1,0.162162,0.5,0.171429,0.6,0.098039,0.848485,0.128571,1,0.027027,0.151515,0,0,0.416667,0,0,0.5,0.166667,0.722222,0,0,0,0,0,0,0,0,0,0.095402,0.122314,0.458333,0.360465,0.096386,0.124521,true,0.000046,0.999954,negative
