@relation 'stylometry-iepa-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.AddClassification-distribution-Wweka.classifiers.lazy.IBk -K 11 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,105,106,104'

@attribute fog_index numeric
@attribute fog_index_WSW numeric
@attribute monosyllabic_fog_index numeric
@attribute monosyllabic_fog_index_WSW numeric
@attribute inverse_fog_index numeric
@attribute inverse_fog_index_WSW numeric
@attribute forcast numeric
@attribute forcast_WSW numeric
@attribute smog_index numeric
@attribute smog_index_WSW numeric
@attribute fkri numeric
@attribute fkri_WSW numeric
@attribute flesch numeric
@attribute flesch_WSW numeric
@attribute complex_word numeric
@attribute complex_word_percent numeric
@attribute complex_word_WSW numeric
@attribute complex_word_WSW_percent numeric
@attribute monosyllabic_word numeric
@attribute monosyllabic_word_percent numeric
@attribute monosyllabic_word_WSW numeric
@attribute monosyllabic_word_WSW_percent numeric
@attribute word_length numeric
@attribute word_length_WSW numeric
@attribute syllable_count numeric
@attribute syllables_count_WSW numeric
@attribute long_sentence {true,false}
@attribute short_sentence {true,false}
@attribute word_count numeric
@attribute function_word numeric
@attribute function_word_percent numeric
@attribute content_word numeric
@attribute content_word_percent numeric
@attribute named_entity numeric
@attribute named_entity_percent numeric
@attribute named_entity_WSW numeric
@attribute named_entity_WSW_percent numeric
@attribute alpha_numeric numeric
@attribute alpha_numeric_percent numeric
@attribute alpha_numeric_WSW numeric
@attribute alpha_numeric_WSW_percent numeric
@attribute verb numeric
@attribute verb_percent numeric
@attribute verb_WSW numeric
@attribute verb_WSW_percent numeric
@attribute acronym numeric
@attribute acronym_percent numeric
@attribute acronym_WSW numeric
@attribute acronym_WSW_percent numeric
@attribute semantic_word numeric
@attribute semantic_word_percent numeric
@attribute semantic_word_WSW numeric
@attribute semantic_word_WSW_percent numeric
@attribute alphabet_words numeric
@attribute alphabet_words_percent numeric
@attribute alphabet_words_WSW numeric
@attribute alphabet_words_WSW_percent numeric
@attribute numeric_words numeric
@attribute numeric_words_percent numeric
@attribute numeric_words_WSW numeric
@attribute numeric_words_WSW_percent numeric
@attribute lowercase_words numeric
@attribute lowercase_words_percent numeric
@attribute lowercase_words_WSW numeric
@attribute lowercase_words_WSW_percent numeric
@attribute uppercase_words numeric
@attribute uppercase_words_percent numeric
@attribute uppercase_words_WSW numeric
@attribute uppercase_words_WSW_percent numeric
@attribute long_word numeric
@attribute long_word_percent numeric
@attribute long_word_WSW numeric
@attribute long_word_WSW_percent numeric
@attribute unique_word numeric
@attribute unique_word_percent numeric
@attribute unique_word_WSW numeric
@attribute unique_word_WSW_percent numeric
@attribute repeated_word numeric
@attribute repeated_word_percent numeric
@attribute repeated_word_WSW numeric
@attribute repeated_word_WSW_percent numeric
@attribute pos_conjunction numeric
@attribute pos_number numeric
@attribute pos_determiner numeric
@attribute pos_preposition numeric
@attribute pos_adjective numeric
@attribute pos_noun numeric
@attribute pos_pronoun numeric
@attribute pos_adverb numeric
@attribute pos_verb numeric
@attribute pos_interjection numeric
@attribute pos_foreign numeric
@attribute pos_list numeric
@attribute pos_possessive numeric
@attribute pos_particle numeric
@attribute pos_symbol numeric
@attribute character_count numeric
@attribute character_count_WSW numeric
@attribute character_per_word numeric
@attribute character_per_word_WSW numeric
@attribute character_without_space numeric
@attribute character_without_space_WSW numeric
@attribute special_char {true,false}
@attribute distribution_positive numeric
@attribute distribution_negative numeric
@attribute class {positive,negative}

@data
0.484111,0.504031,0.722467,0.84235,0.162746,0.165228,0.128205,0.157635,0.541944,0.541944,0.408388,0.437261,0.343043,0.17808,0.380952,0.302844,0.380952,0.296365,0.576923,0.871795,0.642857,0.842365,0.18624,0.233883,0.374233,0.4,true,false,0.457831,0.378378,0.537549,0.481481,0.462451,0.2,0.102273,0.020833,0.034483,0.475,0.863636,0.509804,0.896552,0,0,0,0,0.451613,0.454545,0.692308,0.465517,0.125,0.098485,0.133333,0.110345,0.358974,0.448052,0.32,0.458128,0.375,0.545455,0.375,0.57931,0.347222,0.591492,0.333333,0.479191,0.3,0.181818,0.3,0.155172,0.321429,0.251033,0.333333,0.279919,0.574074,0.621212,0.511111,0.708812,0.25,0.378788,0.285714,0.291188,0.590909,0.463636,0.077922,0.409091,0,0.365909,0,0.204545,0.397727,0,0,0,0,0,0,0.386207,0.36342,0.203095,0.145161,0.376258,0.340483,true,0.181937,0.818063,negative
0.257146,0.478417,0.330735,0.374633,0.345099,0.179856,0.362919,0.491071,0.270972,0.270972,0.150562,0.334132,0.500707,0,0.142857,0.492685,0.142857,0.527027,0.096154,0.637081,0.107143,0.508929,0.316035,0.407609,0.08589,0.104,false,true,0.084337,0.108108,0.628763,0.092593,0.371237,0.133333,0.230769,0,0,0.0875,0.538462,0.098039,0.625,0.142857,0.25641,0.142857,0.291667,0.129032,0.630769,0.153846,0.375,0.125,0.333333,0.133333,0.4,0.089744,1,0.1,1,0,0,0,0,0.111111,0.786982,0.128205,0.668103,0.2,0.410256,0.2,0.375,0.107143,0.388112,0.111111,0.485294,0.111111,0.679487,0.111111,0.736111,0.0625,0.320513,0.071429,0.263889,0.6,0,0.527473,0.461538,0,0.498077,0,0,0.192308,0,0,0,0,0,0,0.091379,0.102138,0.299509,0.435484,0.092555,0.101877,false,0.818063,0.181937,positive
0.359942,0.464428,0.476379,0.54855,0.244919,0.188287,0.353669,0.396825,0.445953,0.445953,0.327879,0.453235,0.26561,0,0.285714,0.370637,0.285714,0.391892,0.288462,0.646331,0.285714,0.603175,0.324919,0.391304,0.269939,0.288,false,false,0.277108,0.27027,0.617691,0.277778,0.382309,0.2,0.155172,0.125,0.333333,0.275,0.689655,0.27451,0.75,0.214286,0.172414,0.214286,0.194444,0.193548,0.296552,0.153846,0.166667,0.125,0.149425,0.133333,0.177778,0.230769,0.581281,0.2,0.563492,0.0625,0.137931,0.0625,0.155556,0.263889,0.730327,0.282051,0.653257,0.2,0.183908,0.2,0.166667,0.25,0.333856,0.259259,0.411765,0.37037,0.712644,0.333333,0.882716,0.125,0.287356,0.071429,0.117284,0.717241,0,0.35468,0.517241,0.165517,0.410345,0,0,0.258621,0,0,0,0,0,0,0.263793,0.275534,0.301541,0.379032,0.267606,0.270777,true,0.545438,0.454562,positive
0.402318,0.432254,0.451542,0.514174,0.213208,0.208986,0.455128,0.482993,0.495453,0.445953,0.43557,0.5923,0,0,0.333333,0.386503,0.285714,0.324324,0.288462,0.544872,0.285714,0.517007,0.454246,0.484472,0.349693,0.384,true,false,0.313253,0.27027,0.543478,0.333333,0.456522,0.133333,0.09375,0,0,0.3125,0.71875,0.333333,0.785714,0.214286,0.15625,0.142857,0.111111,0.322581,0.475,0.384615,0.357143,0.125,0.135417,0.133333,0.152381,0.320513,0.924107,0.34,0.92517,0,0,0,0,0.319444,0.802083,0.358974,0.712644,0.4,0.333333,0.4,0.285714,0.25,0.289773,0.222222,0.264706,0.388889,0.609375,0.377778,0.798942,0.1875,0.390625,0.142857,0.201058,0.65,0,0.107143,0.375,0.3,0.388281,0,0.28125,0.15625,0,0,0,0,0,0,0.337931,0.353919,0.446809,0.449309,0.342052,0.351206,true,0.363687,0.636313,positive
0.549393,0.58753,0.631737,0.6261,0.130139,0.123741,0.360065,0.457143,0.627741,0.627741,0.51795,0.616778,0.033821,0,0.47619,0.357134,0.47619,0.364865,0.5,0.639935,0.428571,0.542857,0.318776,0.391304,0.472393,0.512,true,false,0.493976,0.432432,0.580944,0.5,0.419056,0.866667,0.414894,0.0625,0.1,0.5125,0.87234,0.529412,0.9,0.357143,0.177305,0.357143,0.194444,0.483871,0.451064,0.384615,0.25,0.4375,0.322695,0.466667,0.373333,0.448718,0.68997,0.42,0.685714,0.125,0.170213,0.125,0.186667,0.486111,0.809602,0.538462,0.748276,0.3,0.170213,0.3,0.15,0.428571,0.335106,0.444444,0.397059,0.574074,0.512411,0.555556,0.788889,0.34375,0.487589,0.214286,0.211111,0.497872,0.108511,0.364742,0.510638,0.357447,0.219681,0,0,0.212766,0,0,0,0,0,0,0.45,0.470309,0.283839,0.333871,0.44668,0.458445,true,0.454562,0.545438,negative
0.226761,0.272782,0.45815,0.608993,0.383476,0.349065,0.32,0.27619,0.270972,0.270972,0.212559,0.24741,0.571031,0.355919,0.142857,0.220859,0.142857,0.243243,0.25,0.68,0.285714,0.72381,0.200957,0.234783,0.190184,0.184,false,false,0.228916,0.243243,0.66087,0.222222,0.33913,0.066667,0.06,0,0,0.225,0.64,0.215686,0.7,0.214286,0.2,0.214286,0.233333,0.225806,0.448,0.307692,0.4,0.25,0.346667,0.266667,0.426667,0.192308,0.611429,0.16,0.580952,0.0625,0.16,0.0625,0.186667,0.208333,0.674872,0.205128,0.570115,0.3,0.32,0.3,0.3,0.142857,0.204545,0.148148,0.264706,0.333333,0.833333,0.266667,0.859259,0.0625,0.166667,0.071429,0.140741,0.416,0.204,0.411429,0.48,0.384,0.406,0.32,0,0.2,0,0,0,0,0.36,0,0.210345,0.192399,0.255319,0.26129,0.205231,0.184987,true,0.636313,0.363687,negative
0.443072,0.552158,0.410321,0.465298,0.186516,0.140264,0.589011,0.547619,0.541944,0.541944,0.418728,0.513757,0.092832,0,0.380952,0.399649,0.380952,0.440154,0.269231,0.410989,0.25,0.452381,0.370016,0.409938,0.355828,0.352,true,false,0.349398,0.351351,0.66087,0.333333,0.33913,0.266667,0.171429,0.208333,0.47619,0.3625,0.828571,0.352941,0.857143,0.5,0.333333,0.5,0.388889,0.193548,0.211429,0.230769,0.214286,0.1875,0.185714,0.2,0.228571,0.320513,0.722449,0.28,0.70068,0.125,0.228571,0.125,0.266667,0.361111,0.825641,0.358974,0.712644,0.2,0.152381,0.2,0.142857,0.357143,0.399351,0.333333,0.453782,0.5,0.821429,0.377778,0.798942,0.09375,0.178571,0.142857,0.201058,0.445714,0.072857,0.293878,0.6,0.205714,0.19,0,0,0.428571,0,0.228571,0,0,0,0,0.362069,0.351544,0.408511,0.442396,0.366197,0.348525,true,0.636313,0.363687,positive
0.520151,0.559768,0.615591,0.529777,0.144037,0.136588,0.374582,0.53022,0.585917,0.585917,0.499061,0.599269,0.075637,0,0.428571,0.326487,0.428571,0.386694,0.480769,0.625418,0.321429,0.46978,0.304833,0.426421,0.453988,0.456,true,false,0.481928,0.513514,0.733459,0.425926,0.266541,0.6,0.293478,0.25,0.461538,0.5,0.869565,0.45098,0.884615,0.285714,0.144928,0.285714,0.179487,0.516129,0.504348,0.307692,0.230769,0.1875,0.141304,0.2,0.184615,0.461538,0.78882,0.38,0.758242,0.0625,0.086957,0.0625,0.107692,0.486111,0.831104,0.487179,0.781167,0.4,0.231884,0.3,0.173077,0.5,0.419466,0.481481,0.536199,0.592593,0.592391,0.466667,0.75641,0.28125,0.407609,0.214286,0.24359,0.508696,0.055435,0.149068,0.586957,0.417391,0.095109,0.173913,0.195652,0.48913,0,0,0,0,0.195652,0,0.451724,0.453682,0.313599,0.457816,0.448692,0.450402,true,0.454562,0.545438,positive
0.441987,0.583775,0.275839,0.426763,0.187185,0.125429,0.698225,0.571429,0.541944,0.541944,0.44066,0.611548,0,0,0.380952,0.563473,0.380952,0.495021,0.153846,0.301775,0.214286,0.428571,0.573672,0.528604,0.306748,0.36,false,false,0.240964,0.162162,0.38796,0.296296,0.61204,0.6,0.519231,0.104167,0.263158,0.225,0.538462,0.27451,0.684211,0.142857,0.128205,0.142857,0.122807,0.129032,0.215385,0.076923,0.078947,0.125,0.166667,0.133333,0.168421,0.179487,0.43956,0.2,0.503759,0,0,0,0,0.236111,0.738659,0.307692,0.675136,0.1,0.102564,0.1,0.078947,0.428571,0.715909,0.444444,0.729102,0.314815,0.679487,0.333333,0.777778,0.125,0.320513,0.142857,0.222222,0.4,0,0.395604,0.346154,0.830769,0.376923,0,0,0.096154,0,0,0,0,0,0,0.303448,0.372922,0.608838,0.634126,0.313883,0.378016,true,0.363687,0.636313,negative
0.16563,0.230052,0.426683,0.673687,0.478866,0.402348,0.190476,0.136364,0.198365,0.198365,0.095145,0.145413,0.717055,0.531047,0.095238,0.320771,0.095238,0.250614,0.134615,0.809524,0.25,0.863636,0.202552,0.189723,0.079755,0.112,false,true,0.096386,0.054054,0.273292,0.148148,0.726708,0.066667,0.107143,0,0,0.0875,0.357143,0.137255,0.590909,0.142857,0.238095,0.142857,0.212121,0.032258,0.185714,0.230769,0.409091,0,0,0,0,0.051282,0.306122,0.08,0.428571,0.125,0.571429,0.125,0.509091,0.055556,0.358974,0.076923,0.291536,0.2,0.380952,0.2,0.272727,0.071429,0.228896,0.074074,0.184492,0.148148,0.85119,0.177778,0.808081,0.03125,0.14881,0.071429,0.191919,0.557143,0.546429,0,0.642857,0,0.55,0,0,0.178571,0,0,0,0,0,0,0.094828,0.11639,0.241641,0.197947,0.094567,0.10992,true,0.818063,0.181937,positive
0.267788,0.343076,0.374641,0.520894,0.332781,0.278063,0.45039,0.40625,0.33494,0.33494,0.209157,0.262757,0.535229,0.338567,0.190476,0.326487,0.190476,0.298986,0.192308,0.54961,0.25,0.59375,0.232023,0.236413,0.177914,0.2,false,false,0.204819,0.162162,0.461248,0.240741,0.538752,0.133333,0.130435,0,0,0.2125,0.73913,0.254902,0.8125,0.285714,0.289855,0.285714,0.291667,0.225806,0.504348,0.307692,0.375,0.1875,0.282609,0.2,0.3,0.166667,0.57764,0.18,0.607143,0.125,0.347826,0.125,0.35,0.194444,0.694537,0.230769,0.601293,0.2,0.231884,0.2,0.1875,0.178571,0.3083,0.185185,0.319853,0.333333,1,0.311111,1,0,0,0,0,0.452174,0.221739,0.149068,0.521739,0.104348,0.403261,0,0,0.217391,0,0.521739,0,0,0,0,0.187931,0.206651,0.246994,0.254032,0.189135,0.198391,true,0.363687,0.636313,positive
